id_tmdb,title,tmdb_title,release_date,release_year,release_month,release_quarter,release_period,is_summer_release,is_holiday_release,director_name,top_billed_cast,production_company_names,main_production_company,production_company_count,cast_member_count,tmdb_fetch_status,tmdb_http_status,tmdb_error
395990,Death Wish,Death Wish,2018-03-01,2018,3,Q1,outono,0,0,Eli Roth,Bruce Willis|Vincent D'Onofrio|Dean Norris,Metro-Goldwyn-Mayer|Cave 76 Productions,Metro-Goldwyn-Mayer,2,33,ok,200,
395991,Only the Brave,Only the Brave,2017-09-22,2017,9,Q3,primavera,0,0,Joseph Kosinski,Josh Brolin|Miles Teller|Jeff Bridges,di Bonaventura Pictures|Black Label Media|Condé Nast Entertainment,di Bonaventura Pictures,3,61,ok,200,
395992,Life,Life,2017-03-22,2017,3,Q1,outono,0,0,Daniel Espinosa,Jake Gyllenhaal|Ryan Reynolds|Rebecca Ferguson,Columbia Pictures|Skydance Media,Columbia Pictures,2,17,ok,200,
395993,Stronger,Stronger,2017-09-22,2017,9,Q3,primavera,0,0,David Gordon Green,Jake Gyllenhaal|Tatiana Maslany|Miranda Richardson,Lionsgate|Bold Films|Mandeville Films|Nine Stories Productions|TIK Films,Lionsgate,5,60,ok,200,
396371,Molly's Game,Molly's Game,2017-12-07,2017,12,Q4,verao,0,1,Aaron Sorkin,Jessica Chastain|Idris Elba|Kevin Costner,The Mark Gordon Company|Pascal Pictures,The Mark Gordon Company,2,98,ok,200,
396422,Annabelle: Creation,Annabelle: Creation,2017-08-03,2017,8,Q3,inverno,1,0,David F. Sandberg,Stephanie Sigman|Talitha Eliana Bateman|Lulu Wilson,Atomic Monster|New Line Cinema|The Safran Company|RatPac Entertainment,Atomic Monster,4,26,ok,200,
396461,Under the Silver Lake,Under the Silver Lake,2018-08-08,2018,8,Q3,inverno,1,0,David Robert Mitchell,Andrew Garfield|Riley Keough|Topher Grace,Michael De Luca Productions|Good Fear|PASTEL|UnLTD Productions|Salem Street Entertainment|Boo Pictures|Vendian Entertainment,Michael De Luca Productions,7,69,ok,200,
396535,부산행,Train to Busan,2016-07-20,2016,7,Q3,inverno,1,0,Yeon Sang-ho,Gong Yoo|Kim Su-an|Jung Yu-mi,Next Entertainment World|RedPeter Films|Contents Panda|Union Investment Partners|KTB Network,Next Entertainment World,5,41,ok,200,
396806,Anon,Anon,2018-05-03,2018,5,Q2,outono,1,0,Andrew Niccol,Clive Owen|Amanda Seyfried|Colm Feore,K5 Film|K5 International|Scythia Films|Sierra/Affinity|Road Pictures,K5 Film,5,49,ok,200,
397243,The Autopsy of Jane Doe,The Autopsy of Jane Doe,2016-12-21,2016,12,Q4,verao,0,1,André Øvredal,Emile Hirsch|Brian Cox|Ophelia Lovibond,IM Global|Impostor Pictures|42,IM Global,3,9,ok,200,
397415,Vengeance: A Love Story,Vengeance: A Love Story,2017-03-16,2017,3,Q1,outono,0,0,Johnny Martin,Nicolas Cage|Anna Hutchison|Talitha Eliana Bateman,"Hannibal Classics|Patriot Pictures|Justice Everywhere Productions|Martini Films|Saturn Films|Detective and the Girl Productions, LLC",Hannibal Classics,6,42,ok,200,
397422,Rough Night,Rough Night,2017-06-15,2017,6,Q2,inverno,1,0,Lucia Aniello,Scarlett Johansson|Jillian Bell|Zoë Kravitz,Columbia Pictures|LStar Capital|Matt Tolmach Productions|Paulilu,Columbia Pictures,4,42,ok,200,
397538,Borg vs McEnroe,Borg vs McEnroe,2017-09-08,2017,9,Q3,primavera,0,0,Janus Metz,Sverrir Gudnason|Shia LaBeouf|Stellan Skarsgård,Yellow Film & TV|SVT|Film i Väst|SF Studios|Sirena Film|Nordisk Film Sweden,Yellow Film & TV,6,49,ok,200,
397567,신과함께-죄와 벌,Along with the Gods: The Two Worlds,2017-12-20,2017,12,Q4,verao,0,1,Kim Yong-hwa,Ha Jung-woo|Cha Tae-hyun|Ju Ji-hoon,Lotte Entertainment|Dexter Studios|Realies Pictures|Korean Film Council|Alpha Pictures|kth|Union Investment Partners,Lotte Entertainment,7,35,ok,200,
397722,Thoroughbreds,Thoroughbreds,2018-03-09,2018,3,Q1,outono,0,0,Cory Finley,Olivia Cooke|Anya Taylor-Joy|Anton Yelchin,June Pictures|B Story|Big Indie Pictures,June Pictures,3,19,ok,200,
397837,Before I Fall,Before I Fall,2017-03-02,2017,3,Q1,outono,0,0,Ry Russo-Young,Zoey Deutch|Kian Lawley|Halston Sage,Jon Shestack Productions|Awesomeness Films,Jon Shestack Productions,2,22,ok,200,
398173,The House That Jack Built,The House That Jack Built,2018-10-04,2018,10,Q4,primavera,0,0,Lars von Trier,Matt Dillon|Bruno Ganz|Uma Thurman,Zentropa Entertainments|Copenhagen Film Fund|Copenhagen Film Fund|Slot Machine|Film i Väst|Zentropa International Sweden|Zentropa International France|Zentropa International Köln,Zentropa Entertainments,8,26,ok,200,
398181,You Were Never Really Here,You Were Never Really Here,2017-11-08,2017,11,Q4,primavera,0,1,Lynne Ramsay,Joaquin Phoenix|Judith Roberts|Ekaterina Samsonov,Why Not Productions|Film4 Productions|Sixteen Films,Why Not Productions,3,37,ok,200,
398818,Call Me by Your Name,Call Me by Your Name,2017-10-01,2017,10,Q4,primavera,0,0,Luca Guadagnino,Armie Hammer|Timothée Chalamet|Michael Stuhlbarg,La Cinéfacture|Frenesy Film|M.Y.R.A. Entertainment|RT Features|Water's End Productions|Memento Films International|Sony Pictures Classics,La Cinéfacture,7,12,ok,200,
398924,Un sac de billes,A Bag of Marbles,2017-01-18,2017,1,Q1,verao,0,0,Christian Duguay,Dorian Le Clech|Batyste Fleurial|Patrick Bruel,TF1 Films Production|Forecast Pictures|Main Journey|Gaumont|Quad Productions|IDL Films|Proximus|Okko Production|La Compagnie Cinématographique|Panache Productions,TF1 Films Production,10,23,ok,200,
398929,Alibi.com,Alibi.com,2017-02-15,2017,2,Q1,verao,0,0,Philippe Lacheau,Philippe Lacheau|Élodie Fontan|Julien Arruti,Fechner Films|TF1 Droits Audiovisuels|StudioCanal|TF1 Films Production|CN5 Productions,Fechner Films,5,57,ok,200,
398978,The Irishman,The Irishman,2019-11-01,2019,11,Q4,primavera,0,1,Martin Scorsese,Robert De Niro|Al Pacino|Joe Pesci,Tribeca Productions|Sikelia Productions|Winkler Films,Tribeca Productions,3,194,ok,200,
399019,The Beguiled,The Beguiled,2017-06-23,2017,6,Q2,inverno,1,0,Sofia Coppola,Colin Farrell|Nicole Kidman|Kirsten Dunst,American Zoetrope,American Zoetrope,1,12,ok,200,
399031,Happy End,Happy End,2017-06-21,2017,6,Q2,inverno,1,0,Michael Haneke,Isabelle Huppert|Jean-Louis Trintignant|Mathieu Kassovitz,Les Films du Losange|X Filme Creative Pool|Wega Film|ARTE France Cinéma|France 3 Cinéma|WDR|BR|ARTE,Les Films du Losange,8,29,ok,200,
399035,The Commuter,The Commuter,2018-01-11,2018,1,Q1,verao,0,0,Jaume Collet-Serra,Liam Neeson|Patrick Wilson|Sam Neill,StudioCanal|TF1 Films Production|The Picture Company|Ombra Films,StudioCanal,4,55,ok,200,
399055,The Shape of Water,The Shape of Water,2017-12-01,2017,12,Q4,verao,0,1,Guillermo del Toro,Sally Hawkins|Michael Shannon|Richard Jenkins,Double Dare You|Fox Searchlight Pictures|Bull Productions|TSG Entertainment,Double Dare You,4,39,ok,200,
399057,The Killing of a Sacred Deer,The Killing of a Sacred Deer,2017-10-20,2017,10,Q4,primavera,0,0,Yorgos Lanthimos,Colin Farrell|Nicole Kidman|Barry Keoghan,Element Pictures|TPC|Film4 Productions|New Sparta Films|Limp|HanWay Films|Fís Éireann/Screen Ireland,Element Pictures,7,29,ok,200,
399121,J'accuse,An Officer and a Spy,2019-09-30,2019,9,Q3,primavera,0,0,Roman Polanski,Jean Dujardin|Louis Garrel|Emmanuelle Seigner,R.P. Productions|Gaumont|France 3 Cinéma|France 2 Cinéma|Èliseo Entertainment|RAI Cinema|Légende Films,R.P. Productions,7,86,ok,200,
399170,Logan Lucky,Logan Lucky,2017-08-17,2017,8,Q3,inverno,1,0,Steven Soderbergh,Channing Tatum|Adam Driver|Daniel Craig,Fingerprint Releasing,Fingerprint Releasing,1,85,ok,200,
399173,The Assignment,The Assignment,2016-06-08,2016,6,Q2,inverno,1,0,Walter Hill,Michelle Rodriguez|Sigourney Weaver|Tony Shalhoub,SBS Productions|Lone Wolf,SBS Productions,2,21,ok,200,
399174,Isle of Dogs,Isle of Dogs,2018-03-23,2018,3,Q1,outono,0,0,Wes Anderson,Bryan Cranston|Koyu Rankin|Bob Balaban,Studio Babelsberg|American Empirical Pictures|Indian Paintbrush|Scott Rudin Productions,Studio Babelsberg,4,49,ok,200,
399360,Alpha,Alpha,2018-08-17,2018,8,Q3,inverno,1,0,Albert Hughes,Kodi Smit-McPhee|Jóhannes Haukur Jóhannesson|Marcin Kowalczyk,Studio 8|Columbia Pictures|Fosun Pictures,Studio 8,3,17,ok,200,
399366,El secreto de Marrowbone,Marrowbone,2017-10-27,2017,10,Q4,primavera,0,0,Sergio G. Sánchez,George MacKay|Anya Taylor-Joy|Charlie Heaton,Marrowbone|Ruidos en el Ático|Mediaset España|Universal Pictures|Lionsgate|Telecinco Cinema,Marrowbone,6,13,ok,200,
399402,Hunter Killer,Hunter Killer,2018-10-19,2018,10,Q4,primavera,0,0,Donovan Marsh,Gerard Butler|Gary Oldman|Toby Stephens,Original Film|G-BASE|Millennium Media|Tucker Tooley Entertainment|Summit Entertainment|Relativity Media,Original Film,6,43,ok,200,
399404,Darkest Hour,Darkest Hour,2017-11-22,2017,11,Q4,primavera,0,1,Joe Wright,Gary Oldman|Stephen Dillane|Lily James,Working Title Films|Perfect World Pictures|Focus Features,Working Title Films,3,61,ok,200,
399566,Godzilla vs. Kong,Godzilla vs. Kong,2021-03-24,2021,3,Q1,outono,0,0,Adam Wingard,Alexander Skarsgård|Rebecca Hall|Kaylee Hottle,Legendary Pictures,Legendary Pictures,1,48,ok,200,
399579,Alita: Battle Angel,Alita: Battle Angel,2019-01-31,2019,1,Q1,verao,0,0,Robert Rodriguez,Rosa Salazar|Christoph Waltz|Jennifer Connelly,Troublemaker Studios|Lightstorm Entertainment|20th Century Fox|TSG Entertainment,Troublemaker Studios,4,48,ok,200,
399796,Life of the Party,Life of the Party,2018-05-10,2018,5,Q2,outono,1,0,Ben Falcone,Melissa McCarthy|Matt Walsh|Molly Gordon,On the Day|New Line Cinema,On the Day,2,44,ok,200,
400155,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018-06-28,2018,6,Q2,inverno,1,0,Genndy Tartakovsky,Adam Sandler|Andy Samberg|Selena Gomez,Columbia Pictures|Sony Pictures Animation|MRC,Columbia Pictures,3,47,ok,200,
400157,Wonder Park,Wonder Park,2019-03-13,2019,3,Q1,outono,0,0,Dylan Brown,Brianna Denski|Norbert Leo Butz|Ken Hudson Campbell,Nickelodeon Movies|Paramount Animation|Ilion Animation Studios|Paramount Pictures,Nickelodeon Movies,4,16,ok,200,
400160,The SpongeBob Movie: Sponge on the Run,The SpongeBob Movie: Sponge on the Run,2020-08-14,2020,8,Q3,inverno,1,0,Tim Hill,Tom Kenny|Bill Fagerbakke|Rodger Bumpass,United Plankton Pictures|Nickelodeon Movies|Paramount Animation|Paramount Pictures|MRC|Mikros Image|Mikros Animation,United Plankton Pictures,7,22,ok,200,
400535,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018-06-27,2018,6,Q2,inverno,1,0,Stefano Sollima,Benicio del Toro|Josh Brolin|Isabela Merced,Thunder Road|Black Label Media|Columbia Pictures|Lionsgate|Redrum,Thunder Road,5,107,ok,200,
400617,Phantom Thread,Phantom Thread,2017-12-25,2017,12,Q4,verao,0,1,Paul Thomas Anderson,Daniel Day-Lewis|Vicky Krieps|Lesley Manville,Focus Features|Annapurna Pictures|Perfect World Pictures|JoAnne Sellar Productions|Ghoulardi Film Company,Focus Features,5,59,ok,200,
400650,Mary Poppins Returns,Mary Poppins Returns,2018-12-13,2018,12,Q4,verao,0,1,Rob Marshall,Emily Blunt|Lin-Manuel Miranda|Ben Whishaw,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,Walt Disney Pictures,3,72,ok,200,
400710,Flatliners,Flatliners,2017-09-28,2017,9,Q3,primavera,0,0,Niels Arden Oplev,Elliot Page|Diego Luna|Nina Dobrev,The Safran Company|Columbia Pictures|Cross Creek Pictures|Furthur Films|Laurence Mark Productions,The Safran Company,5,35,ok,200,
400928,Gifted,Gifted,2017-04-07,2017,4,Q2,outono,0,0,Marc Webb,Chris Evans|Mckenna Grace|Lindsay Duncan,Grade A Entertainment|FilmNation Entertainment|Dayday Films,Grade A Entertainment,3,32,ok,200,
401469,Widows,Widows,2018-11-06,2018,11,Q4,primavera,0,1,Steve McQueen,Viola Davis|Michelle Rodriguez|Elizabeth Debicki,20th Century Fox|Regency Enterprises|Film4 Productions|New Regency Pictures|See-Saw Films|Lammas Park|TSG Entertainment,20th Century Fox,7,70,ok,200,
401513,Притяжение,Attraction,2017-01-26,2017,1,Q1,verao,0,0,Fyodor Bondarchuk,Irina Starshenbaum|Alexander Petrov|Rinal Mukhametov,Vodorod 2011|Art Pictures Studio,Vodorod 2011,2,51,ok,200,
401545,Todos lo saben,Everybody Knows,2018-05-09,2018,5,Q2,outono,1,0,Asghar Farhadi,Penélope Cruz|Javier Bardem|Ricardo Darín,Memento Production|Lucky Red|Morena Films|France 3 Cinéma|Untitled Films|RAI Cinema|Prokino Filmproduktion|Scanbox Production|Ledafilms,Memento Production,9,40,ok,200,
401898,Thelma,Thelma,2017-09-15,2017,9,Q3,primavera,0,0,Joachim Trier,Eili Harboe|Kaya Wilkins|Henrik Rafaelsen,Motlys|Film i Väst|Le Pacte|Filmpool Nord|Snowglobe|B-Reel Films|Don't Look Now|Copenhagen Film Fund|Memento Films International,Motlys,9,25,ok,200,
401981,Red Sparrow,Red Sparrow,2018-02-28,2018,2,Q1,verao,0,0,Francis Lawrence,Jennifer Lawrence|Joel Edgerton|Matthias Schoenaerts,Chernin Entertainment|20th Century Fox|TSG Entertainment,Chernin Entertainment,3,40,ok,200,
402298,Denial,Denial,2016-09-30,2016,9,Q3,primavera,0,0,Mick Jackson,Rachel Weisz|Tom Wilkinson|Timothy Spall,BBC Film|Participant|Krasnoff / Foster Entertainment|Shoebox Films,BBC Film,4,40,ok,200,
402431,Wicked,Wicked,2024-10-16,2024,10,Q4,primavera,0,0,Jon M. Chu,Cynthia Erivo|Ariana Grande|Michelle Yeoh,Universal Pictures|Marc Platt Productions,Universal Pictures,2,396,ok,200,
402529,All Eyez on Me,All Eyez on Me,2017-06-12,2017,6,Q2,inverno,1,0,Benny Boom,Demetrius Shipp Jr.|Danai Gurira|Kat Graham,Morgan Creek Entertainment|The Program Pictures|Voltage Pictures|Codeblack Films|Summit Entertainment|Lionsgate,Morgan Creek Entertainment,6,31,ok,200,
402897,The Death of Stalin,The Death of Stalin,2017-10-20,2017,10,Q4,primavera,0,0,Armando Iannucci,Steve Buscemi|Simon Russell Beale|Jeffrey Tambor,Gaumont|Quad Productions|Main Journey|France 3 Cinéma|La Compagnie Cinématographique|Panache Productions|AFPI|Title Media|Free Range Films,Gaumont,9,72,ok,200,
402900,Ocean's Eight,Ocean's Eight,2018-06-07,2018,6,Q2,inverno,1,0,Gary Ross,Sandra Bullock|Cate Blanchett|Anne Hathaway,Village Roadshow Pictures|Warner Bros. Pictures|Larger Than Life Productions|Rahway Road Productions,Village Roadshow Pictures,4,125,ok,200,
403119,47 Meters Down,47 Meters Down,2017-05-25,2017,5,Q2,outono,1,0,Johannes Roberts,Mandy Moore|Claire Holt|Matthew Modine,Lantica Media|Flexibon Films|Dragon Root Securities|Altitude Film Sales|Dimension Films|Entertainment Studios Motion Pictures|Tea Shop & Film Company|The Fyzz,Lantica Media,8,8,ok,200,
403300,A Hidden Life,A Hidden Life,2019-08-27,2019,8,Q3,inverno,1,0,Terrence Malick,August Diehl|Valerie Pachner|Maria Simon,Studio Babelsberg|Elizabeth Bay Productions|Aceway Productions|Mister Smith Entertainment,Studio Babelsberg,4,55,ok,200,
404368,Ralph Breaks the Internet,Ralph Breaks the Internet,2018-11-20,2018,11,Q4,primavera,0,1,Rich Moore,John C. Reilly|Sarah Silverman|Gal Gadot,Walt Disney Animation Studios,Walt Disney Animation Studios,1,80,ok,200,
404378,A Street Cat Named Bob,A Street Cat Named Bob,2016-11-04,2016,11,Q4,primavera,0,1,Roger Spottiswoode,Luke Treadaway|Ruta Gedmintas|Joanne Froggatt,Iris Productions|Shooting Script Films|Prescience|Stage 6 Films,Iris Productions,4,31,ok,200,
404733,Overdrive,Overdrive,2017-06-16,2017,6,Q2,inverno,1,0,Antonio Negret,Scott Eastwood|Freddie Thorp|Ana de Armas,uMedia|Kinology|Setient Pictures|Nexus Factory|Brandt/Haas Productions|Trinity Media Films|TF1 Films Production|Overdrive Productions|uFund,uMedia,9,17,ok,200,
405775,The Wall,The Wall,2017-05-12,2017,5,Q2,outono,1,0,Doug Liman,Aaron Taylor-Johnson|John Cena|Laith Nakli,Big Indie Pictures|Amazon Studios|Picrow,Big Indie Pictures,3,3,ok,200,
405924,జనతా గ్యారేజ్,Janatha Garage,2016-09-01,2016,9,Q3,primavera,0,0,Koratala Siva,N.T. Rama Rao Jr.|Mohanlal|Unni Mukundan,Mythri Movie Makers,Mythri Movie Makers,1,26,ok,200,
406429,封神传奇,League of Gods,2016-07-28,2016,7,Q3,inverno,1,0,Koan Hui,Jet Li|Fan Bingbing|Huang Xiaoming,China Star Entertainment|Huayi Brothers Pictures 浙江华谊兄弟影业,China Star Entertainment,2,16,ok,200,
406563,Insidious: The Last Key,Insidious: The Last Key,2018-01-03,2018,1,Q1,verao,0,0,Adam Robitel,Lin Shaye|Leigh Whannell|Angus Sampson,Stage 6 Films|Blumhouse Productions|Universal Pictures,Stage 6 Films,3,33,ok,200,
406759,Moonfall,Moonfall,2022-02-02,2022,2,Q1,verao,0,0,Roland Emmerich,Halle Berry|Patrick Wilson|John Bradley,Centropolis Entertainment|Street Entertainment|Lionsgate|AGC Studios|Huayi Tencent Entertainment|Huayi Brothers International,Centropolis Entertainment,6,72,ok,200,
406761,Hotel Artemis,Hotel Artemis,2018-06-07,2018,6,Q2,inverno,1,0,Drew Pearce,Jodie Foster|Sterling K. Brown|Sofia Boutella,The Ink Factory|Marc Platt Productions|Point of No Return|127 Wall,The Ink Factory,4,49,ok,200,
406990,What Happened to Monday,What Happened to Monday,2017-08-18,2017,8,Q3,inverno,1,0,Tommy Wirkola,Noomi Rapace|Glenn Close|Willem Dafoe,SND|Raffaella De Laurentiis Productions|Nexus Factory|uMedia|uFund|Vendôme Production,SND,6,29,ok,200,
406997,Wonder,Wonder,2017-11-13,2017,11,Q4,primavera,0,1,Stephen Chbosky,Jacob Tremblay|Julia Roberts|Owen Wilson,Lionsgate|Participant|Walden Media|Mandeville Films|TIK Films,Lionsgate,5,62,ok,200,
407439,Mary Magdalene,Mary Magdalene,2018-03-15,2018,3,Q1,outono,0,0,Garth Davis,Rooney Mara|Joaquin Phoenix|Chiwetel Ejiofor,Focus Features|Film4 Productions|FilmNation Entertainment|See-Saw Films|Porchlight Films|Lotus Production,Focus Features,6,27,ok,200,
407448,Detroit,Detroit,2017-07-28,2017,7,Q3,inverno,1,0,Kathryn Bigelow,John Boyega|Will Poulter|Anthony Mackie,Annapurna Pictures|Page 1|Harpers Ferry,Annapurna Pictures,3,56,ok,200,
407451,A Wrinkle in Time,A Wrinkle in Time,2018-03-08,2018,3,Q1,outono,0,0,Ava DuVernay,Storm Reid|Oprah Winfrey|Reese Witherspoon,Whitaker Entertainment|Walt Disney Pictures,Whitaker Entertainment,2,38,ok,200,
407887,인천상륙작전,Operation Chromite,2016-07-27,2016,7,Q3,inverno,1,0,John H. Lee,Lee Jung-jae|Liam Neeson|Lee Beom-soo,Taewon Entertainment|CJ Entertainment|Union Investment Partners|Finecut|Celltrion Entertainment|KBS Media|Korea Investment Partners|KBS,Taewon Entertainment,8,54,ok,200,
407890,Lean on Pete,Lean on Pete,2018-04-06,2018,4,Q2,outono,0,0,Andrew Haigh,Charlie Plummer|Amy Seimetz|Travis Fimmel,The Bureau|Film4 Productions,The Bureau,2,26,ok,200,
408266,Birth of the Dragon,Birth of the Dragon,2017-08-25,2017,8,Q3,inverno,1,0,George Nolfi,Philip Ng Wan-Lung|Billy Magnussen|Xia Yu,Groundswell Productions|Kylin Pictures|WWE Studios|Good Universe|BH Tilt,Groundswell Productions,5,20,ok,200,
408648,Batman and Harley Quinn,Batman and Harley Quinn,2017-07-21,2017,7,Q3,inverno,1,0,Sam Liu,Kevin Conroy|Melissa Rauch|Paget Brewster,DC Entertainment|Warner Bros. Animation,DC Entertainment,2,12,ok,200,
409502,I'm Not Ashamed,I'm Not Ashamed,2016-10-21,2016,10,Q4,primavera,0,0,Brian Baugh,Masey McLain|Mark Daugherty|Jennifer O'Neill,Visible Pictures|All Entertainment,Visible Pictures,2,25,ok,200,
411088,Contratiempo,The Invisible Guest,2017-01-06,2017,1,Q1,verao,0,0,Oriol Paulo,Mario Casas|Ana Wagener|Jose Coronado,Think Studio|Nostromo Pictures|Colosé Producciones|ICEC|Movistar Plus+|TV3|Atresmedia|Orange|Cosmopolitan TV,Think Studio,9,27,ok,200,
411638,Tarde para la ira,The Fury of a Patient Man,2016-09-09,2016,9,Q3,primavera,0,0,Raúl Arévalo,Antonio de la Torre|Luis Callejo|Ruth Díaz,La Canica Films,La Canica Films,1,10,ok,200,
411728,The Professor and the Madman,The Professor and the Madman,2019-03-07,2019,3,Q1,outono,0,0,Farhad Safinia,Mel Gibson|Sean Penn|Natalie Dormer,Fastnet Films|22H22|Caviar Antwerp NV|Definition Films|Zik Zak Filmworks|Voltage Pictures|Fábrica de Cine|Icon Productions,Fastnet Films,8,35,ok,200,
412117,The Secret Life of Pets 2,The Secret Life of Pets 2,2019-05-24,2019,5,Q2,outono,1,0,Chris Renaud,Patton Oswalt|Kevin Hart|Eric Stonestreet,Universal Pictures|Illumination,Universal Pictures,2,42,ok,200,
412656,Chaos Walking,Chaos Walking,2021-02-24,2021,2,Q1,verao,0,0,Doug Liman,Tom Holland|Daisy Ridley|Mads Mikkelsen,Quadrant Pictures|Lionsgate|Bron Studios|3 Arts Entertainment|TIK Films|Hercules Film Fund|Allison Shearmur Productions|Creative Wealth Media Finance,Quadrant Pictures,8,30,ok,200,
412988,The Happytime Murders,The Happytime Murders,2018-08-22,2018,8,Q3,inverno,1,0,Brian Henson,Melissa McCarthy|Bill Barretta|Leslie David Baker,STXfilms|Black Bear Pictures|Henson Alternative|Huayi Brothers Pictures 浙江华谊兄弟影业|On the Day,STXfilms,5,40,ok,200,
413052,Hacker,Hacker,2016-09-15,2016,9,Q3,primavera,0,0,Akan Satayev,Callan McAuliffe|Lorraine Nicholson|Daniel Eric Gold,Satai Film|Know Rules Media|Brillstein Entertainment Partners|West on Wilshire,Satai Film,4,36,ok,200,
413362,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017-11-17,2017,11,Q4,primavera,0,1,Dan Gilroy,Denzel Washington|Colin Farrell|Carmen Ejogo,Culture China - Image Nation Abu Dhabi Fund|Cross Creek Pictures|Bron Studios|Escape Artists|Image Nation Abu Dhabi|MACRO|Topic Studios|Columbia Pictures,Culture China - Image Nation Abu Dhabi Fund,8,44,ok,200,
413518,Pinocchio,Pinocchio,2019-12-19,2019,12,Q4,verao,0,1,Matteo Garrone,Federico Ielapi|Roberto Benigni|Marine Vacth,Archimede|Recorded Picture Company|Le Pacte|RAI Cinema|Leone Film Group,Archimede,5,24,ok,200,
413644,The Son of Bigfoot,The Son of Bigfoot,2017-07-26,2017,7,Q3,inverno,1,0,Jérémie Degruson,Pappy Faulkner|Christopher Lee Parson|Terrence Stone,StudioCanal|nWave Pictures|Belga Productions|Belga Films|Illuminata Pictures,StudioCanal,5,37,ok,200,
414001,The Mercy,The Mercy,2018-02-09,2018,2,Q1,verao,0,0,James Marsh,Colin Firth|Rachel Weisz|David Thewlis,BBC Film|Blueprint Pictures|StudioCanal UK,BBC Film,3,37,ok,200,
414453,Columbus,Columbus,2017-08-04,2017,8,Q3,inverno,1,0,Kogonada,John Cho|Haley Lu Richardson|Michelle Forbes,Nonetheless Productions|Depth of Field|Superlative Films,Nonetheless Productions,3,16,ok,200,
414906,The Batman,The Batman,2022-03-01,2022,3,Q1,outono,0,0,Matt Reeves,Robert Pattinson|Zoë Kravitz|Jeffrey Wright,6th & Idaho Motion Picture Company|Dylan Clark Productions|DC Films|Warner Bros. Pictures,6th & Idaho Motion Picture Company,4,86,ok,200,
415842,American Assassin,American Assassin,2017-07-14,2017,7,Q3,inverno,1,0,Michael Cuesta,Dylan O'Brien|Michael Keaton|Taylor Kitsch,TIK Films|di Bonaventura Pictures|Nick Wechsler Productions|Lionsgate|CBS Films,TIK Films,5,53,ok,200,
416144,Hotel Mumbai,Hotel Mumbai,2019-03-14,2019,3,Q1,outono,0,0,Anthony Maras,Dev Patel|Armie Hammer|Nazanin Boniadi,Xeitgeist Entertainment Group|Screen Australia|South Australian Film Corporation|Arclight Films|Double Guess Productions|ScreenWest|Lotterywest|Hamilton Films|Thunder Road|Electric Pictures,Xeitgeist Entertainment Group,10,50,ok,200,
416160,The Vault,The Vault,2017-09-01,2017,9,Q3,primavera,0,0,Dan Bush,James Franco|Taryn Manning|Francesca Eastwood,Psychopia Pictures|Imprint Entertainment|Redwire Pictures|Jeff Rice Films|Casadelic Pictures|Content Media Corporation|Culmination Productions|LB Entertainment,Psychopia Pictures,8,25,ok,200,
416186,Le Redoutable,Godard Mon Amour,2017-06-24,2017,6,Q2,inverno,1,0,Michel Hazanavicius,Louis Garrel|Stacy Martin|Bérénice Bejo,Les Compagnons du Cinéma|La Classe américaine|France 3 Cinéma|StudioCanal|Forever Group,Les Compagnons du Cinéma,5,28,ok,200,
416234,Winchester,Winchester,2018-02-02,2018,2,Q1,verao,0,0,Michael Spierig,Helen Mirren|Jason Clarke|Sarah Snook,Imagination Design Works|Blacklab Entertainment|Lionsgate|Screen Australia|Screen Queensland|Film Victoria|Eclipse Pictures,Imagination Design Works,7,55,ok,200,
416477,The Big Sick,The Big Sick,2017-03-30,2017,3,Q1,outono,0,0,Michael Showalter,Kumail Nanjiani|Zoe Kazan|Holly Hunter,FilmNation Entertainment|Apatow Productions|Story Ink,FilmNation Entertainment,3,44,ok,200,
417261,Forever My Girl,Forever My Girl,2018-01-26,2018,1,Q1,verao,0,0,Bethany Ashton Wolf,Alex Roe|Jessica Rothe|John Benjamin Hickey,LD Entertainment,LD Entertainment,1,38,ok,200,
417384,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2019-08-08,2019,8,Q3,inverno,1,0,André Øvredal,Zoe Colletti|Dean Norris|Michael Garza,1212 Entertainment|Double Dare You|Entertainment One|CBS Films|Rolling Hills|Hivemind|Starlight Culture Entertainment Group,1212 Entertainment,7,37,ok,200,
417466,Monos,Monos,2019-08-15,2019,8,Q3,inverno,1,0,Alejandro Landes Echavarría,Moisés Arias|Julianne Nicholson|Sofia Buenaventura,Stela Cine|Caracol Televisión|Bord Cadre Films|Dynamo|Campo Cine|Film i Väst|Lemming Film|Mutante Cine|Pando Producciones|Pandora Filmproduktion|Snowglobe,Stela Cine,11,12,ok,200,
417644,CHiPS,CHiPs,2017-03-23,2017,3,Q1,outono,0,0,Dax Shepard,Michael Peña|Dax Shepard|Jessica McNamee,Primate Pictures|Warner Bros. Pictures,Primate Pictures,2,44,ok,200,
